"id","env","rating","yield","flower_start","flower_end","flower_average","strch_start","strch_end","growth"
"503","0","10.0","6","69","71","70","0","0","0"
"504","1","8.5","7.33","0","0","0","0","0","0"
"505","0","9.0","7","56","64","60","60","120","100"
"506","0","7.5","7.33","30","68","48","21","76","262"
"507","0","9.0","10","61","71","66","0","0","0"
"508","0","6.25","5.75","57","65","61","60","70","17"
"509","0","9.67","7","59","67","63","90","83","-8"
"510","0","8.0","7","49","63","56","30","60","100"
"511","0","8.13","7.43","57","66","62","22","70","218"
"512","0","9.29","7.92","56","61","58","21","83","295"
"513","1","9.25","7","0","0","0","0","0","0"
"514","0","8.75","6.2","58","62","60","34","88","159"
"515","0","8.0","5","53","67","60","0","0","0"
"516","0","9.0","0","0","0","0","0","0","0"
"517","0","0.0","9","68","72","70","28","90","221"
"518","0","9.0","0","0","0","0","0","0","0"
"519","0","10.0","5","55","55","55","0","0","0"
"520","0","10.0","10","50","60","55","60","80","33"
"521","0","0.0","4","56","64","60","25","120","380"
"522","0","6.5","8","63","71","67","0","0","0"
"523","0","5.0","4","0","0","0","0","0","0"
"524","0","7.25","5.55","67","73","70","41","83","102"
"525","1","6.5","6.5","0","0","0","0","0","0"
"526","0","7.0","7","55","62","58","56","122","118"
"527","0","8.25","7.5","59","66","63","39","48","23"
"528","0","9.25","8.11","56","66","61","34","80","135"
"529","1","9.0","5","0","0","0","0","0","0"
"530","0","9.0","9","49","56","52","21","65","210"
"531","0","8.63","6.5","57","63","60","36","93","158"
"532","1","9.0","9","0","0","0","0","0","0"
"533","0","8.0","8","70","74","72","0","0","0"
"534","0","7.0","5","0","0","0","0","0","0"
"535","0","8.0","7","50","60","55","40","90","125"
"536","0","6.0","6","53","60","56","21","64","205"
"537","1","9.0","8","0","0","0","0","0","0"
"538","0","8.0","7","54","62","58","0","0","0"
"539","0","8.0","0","55","65","60","0","0","0"
"540","0","7.69","7","45","63","54","31","75","142"
"541","1","9.0","0","0","0","0","0","0","0"
"542","0","9.0","7","55","80","68","0","0","0"
"543","0","8.5","6","65","75","70","30","130","333"
"544","0","8.0","6","53","60","56","24","69","188"
"545","0","8.0","8","63","69","66","51","80","57"
"546","1","7.0","6.5","0","0","0","0","0","0"
"547","0","9.0","6","69","71","70","0","0","0"
"548","0","6.0","4","55","65","60","0","0","0"
"549","0","8.38","7.88","51","61","56","34","95","179"
"550","1","9.0","8","0","0","0","0","0","0"
"551","0","5.7","5.6","55","62","58","33","95","188"
"552","1","7.0","7.5","0","0","0","0","0","0"
"553","0","9.0","0","0","0","0","0","0","0"
"554","0","8.5","7.78","56","63","59","30","70","133"
"555","1","8.33","6","0","0","0","0","0","0"
"556","0","9.0","8","67","76","71","35","130","271"
"557","0","9.0","9","48","62","55","0","0","0"
"558","0","9.0","9","64","72","68","28","120","329"
"559","0","9.0","8","55","65","60","50","150","200"
"560","0","8.0","7.4","65","73","69","29","68","134"
"561","0","9.0","3.5","62","82","72","20","75","275"
"562","0","7.5","8.5","53","68","61","0","0","0"
"563","1","4.0","2","0","0","0","0","0","0"
"564","0","7.0","8","45","55","50","0","0","0"
"565","0","0.0","0","0","0","0","0","0","0"
"566","0","4.0","5","73","73","73","53","80","51"
"567","0","7.75","8.5","52","59","55","70","138","97"
"568","1","7.64","6.85","0","0","0","0","0","0"
"569","0","8.0","9","56","70","63","70","150","114"
"570","0","6.33","6.33","58","62","60","34","83","144"
"571","0","8.0","8","57","66","62","15","83","453"
"572","0","7.67","7.67","80","100","90","48","94","96"
"573","0","8.5","7.75","64","72","68","33","130","294"
"574","0","7.5","5","60","67","63","80","160","100"
"575","0","7.0","7","56","64","60","35","120","243"
"576","0","8.0","6.2","70","81","75","36","143","297"
"577","0","7.0","6","60","73","66","24","87","263"
"578","1","7.0","5","0","0","0","0","0","0"
"579","0","9.5","8","60","72","66","25","100","300"
"580","0","2.0","0","0","0","0","0","0","0"
"581","0","9.0","8","64","74","69","20","90","350"
"582","0","8.11","8.75","59","66","63","33","101","206"
"583","1","8.0","9","0","0","0","0","0","0"
"584","0","8.5","8","55","64","59","30","60","100"
"585","1","7.0","8","0","0","0","0","0","0"
"586","0","7.0","2","0","0","0","0","0","0"
"587","0","8.0","8","56","64","60","30","110","267"
"588","0","7.0","0","0","0","0","0","0","0"
"589","0","8.0","7","75","85","80","35","80","129"
"590","0","8.0","7","56","70","63","0","0","0"
"591","0","4.67","7.75","69","75","72","58","64","10"
"592","1","7.0","5","0","0","0","0","0","0"
"593","0","6.0","6.5","66","71","68","28","70","150"
"594","0","7.33","5","63","77","70","25","111","344"
"595","1","7.0","5","0","0","0","0","0","0"
"596","0","8.67","6.75","58","63","61","28","85","204"
"597","0","8.0","7.25","60","68","64","43","80","86"
"598","0","0.0","0","0","0","0","0","0","0"
"599","0","8.0","0","0","0","0","0","0","0"
"600","1","8.0","0","0","0","0","0","0","0"
"601","1","7.5","8","0","0","0","0","0","0"
"602","0","8.0","8.29","49","58","53","42","68","62"
"603","1","8.25","8","0","0","0","0","0","0"
"604","0","10.0","8","55","65","60","35","70","100"
"605","0","8.0","6","0","0","0","0","0","0"
"606","0","8.0","7.33","63","79","71","37","105","184"
"607","1","9.0","9","0","0","0","0","0","0"
"608","0","0.0","10","180","220","200","20","180","800"
"609","0","7.0","7","64","70","67","25","80","220"
"610","0","9.0","9","85","85","85","0","0","0"
"611","0","8.9","8.9","65","72","68","29","102","252"
"612","0","9.0","9","64","76","70","0","0","0"
"613","0","9.0","9","0","0","0","0","0","0"
"614","1","8.71","8.1","0","0","0","0","0","0"
"615","0","3.0","8","53","67","60","50","80","60"
"616","1","4.5","5","0","0","0","0","0","0"
"617","0","3.0","8","75","85","80","30","80","167"
"618","0","6.0","7","55","61","58","0","0","0"
"619","0","9.0","7.33","53","62","58","41","88","115"
"620","1","9.0","7","0","0","0","0","0","0"
"621","0","9.0","8","56","63","59","60","165","175"
"622","1","0.0","6","0","0","0","0","0","0"
"623","0","10.0","10","80","90","85","50","120","140"
"624","0","7.0","6.5","51","57","54","22","75","241"
"625","1","2.0","7","0","0","0","0","0","0"
"626","0","0.0","8","66","69","68","35","83","137"
"627","0","9.0","9","84","96","90","40","110","175"
"628","1","0.0","8","0","0","0","0","0","0"
"629","0","2.0","0","0","0","0","0","0","0"
"630","1","0.0","1","0","0","0","0","0","0"
"631","0","8.0","6.5","30","90","60","31","68","119"
"632","1","8.0","5","0","0","0","0","0","0"
"633","0","9.0","3","60","70","65","0","0","0"
"634","0","0.0","7","49","55","52","22","75","241"
"635","0","2.0","4","82","99","91","51","101","98"
"636","0","6.5","5.67","54","56","55","35","75","114"
"637","1","0.0","0","0","0","0","0","0","0"
"638","0","8.0","4","0","0","0","40","120","200"
"639","0","2.0","1","60","70","65","30","50","67"
"640","1","8.0","5","0","0","0","0","0","0"
"641","0","8.5","9","0","0","0","0","0","0"
"642","1","7.0","10","0","0","0","0","0","0"
"643","1","9.0","8","0","0","0","0","0","0"
"644","0","8.0","8","55","65","60","10","16","60"
"645","0","9.0","9","52","62","57","30","70","133"
"646","0","6.33","6.71","58","69","63","36","94","161"
"647","1","9.0","9","0","0","0","0","0","0"
"648","0","6.0","5","58","72","65","11","95","764"
"649","1","6.0","4","0","0","0","0","0","0"
"650","0","0.0","8","48","58","53","35","90","157"
"651","0","6.0","6","60","64","62","0","0","0"
"652","1","3.0","5","0","0","0","0","0","0"
"653","0","7.0","5","55","65","60","0","0","0"
"654","0","8.83","6.4","57","64","60","35","78","123"
"655","0","5.0","7","60","70","65","20","65","225"
"656","0","6.25","6.11","47","71","59","31","93","200"
"657","1","6.0","5","0","0","0","0","0","0"
"658","0","9.0","9","70","70","70","30","120","300"
"659","0","9.0","8.33","56","64","60","35","130","271"
"660","0","9.0","0","0","0","0","0","0","0"
"661","0","6.0","5","65","75","70","12","60","400"
"662","1","10.0","8","0","0","0","0","0","0"
"663","0","8.0","7","65","78","72","35","107","206"
"664","1","10.0","10","0","0","0","0","0","0"
"665","1","10.0","6","0","0","0","0","0","0"
"666","0","7.5","8","65","80","73","30","151","403"
"667","1","3.0","7","0","0","0","0","0","0"
"668","0","7.0","8","55","64","59","45","95","111"
"669","0","0.0","5","58","62","60","15","60","300"
"670","0","7.0","6","50","60","55","20","80","300"
"671","1","9.0","7.5","0","0","0","0","0","0"
"672","1","9.0","9","0","0","0","0","0","0"
"673","1","7.0","7","0","0","0","0","0","0"
"674","0","4.0","6","47","57","52","60","100","67"
"675","0","7.0","7","60","70","65","0","0","0"
"676","1","8.0","7","0","0","0","0","0","0"
"677","0","6.0","7.25","57","68","63","28","100","257"
"678","1","9.0","7","0","0","0","0","0","0"
"679","1","9.0","5","0","0","0","0","0","0"
"680","0","9.0","8","68","82","75","25","120","380"
"681","0","9.0","8.25","64","73","68","45","96","113"
"682","0","9.5","3","44","50","47","10","60","500"
"683","0","8.0","9","58","58","58","0","0","0"
"684","0","2.0","0","70","84","77","0","0","0"
"685","1","9.0","7","0","0","0","0","0","0"
"686","0","8.0","7.5","58","67","63","31","113","265"
"687","0","9.0","9","64","70","67","30","90","200"
"688","0","7.0","3","47","53","50","25","120","380"
"689","1","10.0","8","0","0","0","0","0","0"
"690","0","9.5","5.5","59","71","65","35","75","114"
"691","0","7.5","7.5","61","66","63","28","95","239"
"692","0","10.0","9","50","62","56","40","85","113"
"693","0","8.27","6.5","55","71","63","37","106","186"
"694","1","7.0","0","0","0","0","0","0","0"
"695","0","0.0","5","63","69","66","0","0","0"
"696","0","7.33","5.33","71","74","73","18","40","122"
"697","0","9.0","9","0","110","50","30","110","267"
"698","1","10.0","8","0","0","0","0","0","0"
"699","0","8.5","9","73","93","83","60","120","100"
"700","0","8.0","8","63","77","70","0","0","0"
"701","0","7.88","7.8","58","67","62","38","91","139"
"702","1","8.5","8","0","0","0","0","0","0"
"703","0","7.5","6","64","64","64","0","0","0"
"704","0","5.0","5","57","63","60","30","120","300"
"705","0","6.5","6","53","61","57","40","75","88"
"706","1","0.0","0","0","0","0","0","0","0"
"707","0","0.0","9","68","74","71","30","135","350"
"708","0","9.0","9","47","57","52","0","0","0"
"709","1","6.0","8","0","0","0","0","0","0"
"710","0","9.75","8.71","58","67","62","29","94","224"
"711","1","9.0","9","0","0","0","0","0","0"
"712","0","7.0","7","50","70","60","0","0","0"
"713","0","8.0","8","65","75","70","150","250","67"
"714","0","8.0","7","0","0","0","0","0","0"
"715","0","5.67","5","64","73","68","33","113","242"
"716","0","0.0","6","63","77","70","90","200","122"
"717","1","9.0","7","0","0","0","0","0","0"
"718","0","8.0","7","62","74","68","40","110","175"
"719","0","9.0","7.67","55","64","59","55","130","136"
"720","1","10.0","7","0","0","0","0","0","0"
"721","0","9.0","9","59","63","61","0","0","0"
"722","0","7.64","7.45","63","68","65","33","77","133"
"723","1","9.0","7.5","0","0","0","0","0","0"
"724","0","7.0","0","0","0","0","0","0","0"
"725","1","9.0","6","0","0","0","0","0","0"
"726","0","8.25","7.75","58","66","62","31","62","100"
"727","1","7.0","6","0","0","0","0","0","0"
"728","1","10.0","10","0","0","0","0","0","0"
"729","0","7.0","7","73","77","75","25","150","500"
"730","1","10.0","9","0","0","0","0","0","0"
"731","0","6.67","7","58","64","61","52","96","85"
"732","0","9.0","9","84","98","91","40","110","175"
"733","0","8.0","8","67","73","70","0","0","0"
"734","0","7.44","7.71","55","67","61","32","98","206"
"735","1","7.0","7.33","0","0","0","0","0","0"
"736","1","2.0","3","0","0","0","0","0","0"
"737","0","8.0","7","60","66","63","0","0","0"
"738","0","10.0","8","63","67","65","35","110","214"
"739","0","8.0","7","85","95","90","30","130","333"
"740","0","8.0","8","53","63","58","30","110","267"
"741","0","9.5","7","60","66","63","30","80","167"
"742","1","9.0","9","0","0","0","0","0","0"
"743","1","9.0","8","0","0","0","0","0","0"
"744","0","7.0","8","51","61","56","25","75","200"
"745","1","8.0","9","0","0","0","0","0","0"
"746","0","2.0","8","90","110","100","40","180","350"
"747","0","10.0","8","68","73","70","0","0","0"
"748","0","8.0","0","0","0","0","0","0","0"
"749","0","7.14","6.13","63","70","66","32","83","159"
"750","1","8.0","8","0","0","0","0","0","0"
"751","0","7.0","5.5","52","64","58","25","85","240"
"752","0","8.33","6","53","59","56","20","100","400"
"753","0","5.0","6","73","78","75","48","180","275"
"754","0","8.0","0","0","0","0","0","0","0"
"755","0","8.67","7.5","60","63","62","0","0","0"
"756","0","0.0","0","0","0","0","0","0","0"
"757","0","7.67","5.5","54","61","58","50","115","130"
"758","0","8.4","7.85","52","65","58","27","85","215"
"759","1","8.5","7.5","0","0","0","0","0","0"
"760","0","8.0","0","0","0","0","0","0","0"
"761","0","8.0","7","60","60","60","0","0","0"
"762","0","6.44","6.56","57","64","61","48","95","98"
"763","1","7.5","7","0","0","0","0","0","0"
"764","0","5.67","7.2","60","69","65","23","117","409"
"765","0","0.0","6","0","0","0","0","0","0"
"766","0","0.0","5","60","80","70","0","0","0"
"767","0","9.0","8.67","59","63","61","26","88","238"
"768","1","7.0","8","0","0","0","0","0","0"
"769","0","6.67","4.5","51","59","55","22","54","145"
"770","0","8.75","8.25","51","58","54","25","83","232"
"771","1","9.0","9","0","0","0","0","0","0"
"772","0","6.33","6.6","70","78","74","49","138","182"
"773","1","5.5","4.5","0","0","0","0","0","0"
"774","0","8.0","6","56","62","59","55","115","109"
"775","0","9.0","7.67","68","82","75","39","120","208"
"776","0","4.5","4.5","43","57","50","30","55","83"
"777","0","7.78","6.64","82","96","89","33","151","358"
"778","0","7.0","7","52","68","60","20","75","275"
"779","1","8.0","7","0","0","0","0","0","0"
"780","0","2.25","2.67","58","65","62","49","90","84"
"781","1","3.5","3.75","0","0","0","0","0","0"
"782","0","5.33","4.5","56","64","60","32","86","169"
"783","1","4.0","4","0","0","0","0","0","0"
"784","0","9.0","7","55","65","60","0","0","0"
"785","0","9.0","7","75","95","85","30","160","433"
"786","1","6.0","6","0","0","0","0","0","0"
"787","0","7.0","5","63","67","65","40","120","200"
"788","0","10.0","6","0","0","0","40","130","225"
"789","0","4.0","4","50","60","55","25","65","160"
"790","0","8.33","8.5","45","58","52","28","48","71"
"791","1","7.0","6","0","0","0","0","0","0"
"792","0","7.0","8","53","63","58","80","30","-63"
"793","0","10.0","8","40","50","45","30","65","117"
"794","0","8.75","6.75","60","70","65","35","95","171"
"795","0","6.0","0","58","65","61","16","35","119"
"796","1","8.5","4","0","0","0","0","0","0"
"797","0","7.0","8","65","75","70","30","70","133"
"798","0","6.5","6","53","59","56","38","65","71"
"799","1","0.0","8","0","0","0","0","0","0"
"800","0","8.0","7","80","120","100","0","0","0"
"801","1","9.0","7","0","0","0","0","0","0"
"802","1","8.0","7","0","0","0","0","0","0"
"803","1","1.5","1.5","0","0","0","0","0","0"
"804","0","0.0","0","0","0","0","0","0","0"
"805","0","7.5","7","53","58","56","15","80","433"
"806","0","3.0","3","56","56","56","40","120","200"
"807","0","7.0","7","60","70","65","0","0","0"
"808","0","9.5","8","77","91","84","40","180","350"
"809","1","7.0","8","0","0","0","0","0","0"
"810","0","7.29","3.17","47","54","50","18","46","156"
"811","1","3.0","3","0","0","0","0","0","0"
"812","0","0.0","0","0","0","0","0","0","0"
"813","0","9.0","8.75","68","75","72","33","100","203"
"814","0","7.11","6.57","60","66","63","37","87","135"
"815","1","6.0","6","0","0","0","0","0","0"
"816","0","7.33","8.33","68","83","75","30","90","200"
"817","0","5.5","4.33","52","59","55","58","70","21"
"818","0","7.67","7.5","63","70","67","27","120","344"
"819","0","0.0","6","60","60","60","0","0","0"
"820","0","0.0","0","50","70","60","25","110","340"
"821","0","4.0","5.5","64","67","65","28","55","96"
"822","1","6.0","8","0","0","0","0","0","0"
"823","0","7.5","7.75","60","67","63","37","104","181"
"824","1","8.67","8.75","0","0","0","0","0","0"
"825","0","9.0","7.5","57","63","60","53","95","79"
"826","0","6.0","5","59","69","64","1","75","7400"
"827","0","9.0","7","53","59","56","0","0","0"
"828","0","7.0","6","60","70","65","80","120","50"
"829","1","5.5","4","0","0","0","0","0","0"
"830","0","7.5","6.6","58","68","63","54","79","46"
"831","0","0.0","8","60","70","65","35","120","243"
"832","0","10.0","3","103","117","110","0","100","0"
"833","1","6.0","7","0","0","0","0","0","0"
"834","0","10.0","0","0","0","0","0","0","0"
"835","1","10.0","7","0","0","0","0","0","0"
"836","1","1.0","3","0","0","0","0","0","0"
"837","1","0.0","0","0","0","0","0","0","0"
"838","1","7.67","6","0","0","0","0","0","0"
"839","1","9.0","8","0","0","0","0","0","0"
"840","1","6.0","6","0","0","0","0","0","0"
"841","0","8.0","8","57","63","60","0","0","0"
"842","0","5.67","4.4","62","66","64","18","73","306"
"843","1","7.0","9","0","0","0","0","0","0"
"844","0","8.5","9","61","66","63","58","90","55"
"845","0","7.0","7","60","73","67","43","163","279"
"846","1","8.63","8","0","0","0","0","0","0"
"847","0","10.0","8","40","50","45","40","80","100"
"848","1","8.0","8","0","0","0","0","0","0"
"849","0","8.0","4","52","58","55","50","80","60"
"850","0","8.0","7","49","63","56","0","0","0"
"851","1","6.0","7","0","0","0","0","0","0"
"852","0","9.5","9","62","74","68","0","0","0"
"853","1","7.0","8","0","0","0","0","0","0"
"854","0","5.25","6.67","51","58","55","33","76","130"
"855","0","5.67","6.25","54","66","60","38","118","211"
"856","1","8.0","6","0","0","0","0","0","0"
"857","0","0.0","0","0","0","0","0","0","0"
"858","0","9.0","9","65","75","70","35","90","157"
"859","0","9.0","0","0","0","0","0","0","0"
"860","0","0.0","9","96","100","98","35","120","243"
"861","0","8.67","6","61","65","63","0","0","0"
"862","1","7.25","7.75","0","0","0","0","0","0"
"863","0","6.2","3.5","58","66","62","45","90","100"
"864","1","7.0","6","0","0","0","0","0","0"
"865","0","6.0","7","70","80","75","20","100","400"
"866","0","10.0","9","49","63","56","80","180","125"
"867","1","9.0","7.67","0","0","0","0","0","0"
"868","0","6.0","7","73","77","75","0","0","0"
"869","0","9.0","9.5","58","67","63","45","165","267"
"870","0","5.0","4","42","56","49","35","75","114"
"871","0","0.0","0","0","0","0","0","0","0"
"872","0","9.0","7","53","57","55","13","28","115"
"873","1","5.0","3","0","0","0","0","0","0"
"874","0","7.0","6.33","63","73","68","28","80","186"
"875","0","9.0","9","60","70","65","0","0","0"
"876","0","1.33","3","49","63","56","25","48","92"
"877","1","7.0","9","0","0","0","0","0","0"
"878","0","8.0","9","70","70","70","20","140","600"
"879","0","0.0","0","0","0","0","0","0","0"
"880","0","8.0","7","65","75","70","40","100","150"
"881","1","10.0","7","0","0","0","0","0","0"
"882","0","7.2","8.33","61","74","68","37","86","132"
"883","0","0.0","0","0","0","0","0","0","0"
"884","0","10.0","8.5","67","78","73","20","80","300"
"885","0","9.0","9","58","62","60","70","30","-57"
"886","1","7.0","7","0","0","0","0","0","0"
"887","0","9.0","8","0","0","0","0","0","0"
"888","1","8.67","7","0","0","0","0","0","0"
"889","0","0.0","0","0","0","0","0","0","0"
"890","0","6.11","5.75","56","61","59","30","107","257"
"891","1","8.0","7","0","0","0","0","0","0"
"892","0","6.0","5","60","66","63","15","55","267"
"893","0","0.0","10","55","65","60","0","0","0"
"894","0","2.0","5","56","60","58","20","85","325"
"895","0","5.33","4.67","65","75","70","0","0","0"
"896","0","8.5","10","50","56","53","13","38","192"
"897","1","7.0","5","0","0","0","0","0","0"
"898","0","9.0","9","56","66","61","0","0","0"
"899","1","8.0","8","0","0","0","0","0","0"
"900","0","2.0","4","63","77","70","30","120","300"
"901","0","6.44","5.81","57","65","61","32","113","253"
"902","1","7.0","7","0","0","0","0","0","0"
"903","0","0.0","0","0","0","0","0","0","0"
"904","0","8.33","7","55","65","60","30","83","177"
"905","0","7.0","8.5","58","67","63","70","65","-7"
"906","1","8.0","9","0","0","0","0","0","0"
"907","0","6.0","6","110","130","120","0","0","0"
"908","0","0.0","0","0","0","0","0","0","0"
"909","1","6.5","2","0","0","0","0","0","0"
"910","0","7.0","6","53","61","57","30","90","200"
"911","0","3.0","3","45","65","55","45","80","78"
"912","0","7.29","6.13","60","68","64","23","96","317"
"913","1","9.0","7.5","0","0","0","0","0","0"
"914","0","2.0","2","70","70","70","0","0","0"
"915","1","8.0","8","0","0","0","0","0","0"
"916","0","10.0","7","55","65","60","0","0","0"
"917","1","5.0","5","0","0","0","0","0","0"
"918","1","10.0","9","0","0","0","0","0","0"
"919","0","0.0","0","0","0","0","0","0","0"
"920","1","4.0","3","0","0","0","0","0","0"
"921","0","2.5","3","53","53","53","30","160","433"
"922","1","7.0","7","0","0","0","0","0","0"
"923","0","10.0","8","65","75","70","0","0","0"
"924","0","9.0","9","63","77","70","0","0","0"
"925","0","8.33","8","77","94","85","41","85","107"
"926","1","7.0","6","0","0","0","0","0","0"
"927","0","8.5","6.5","51","68","59","24","56","133"
"928","1","7.0","8","0","0","0","0","0","0"
"929","0","9.0","7.67","68","78","73","43","111","158"
"930","0","0.0","0","0","0","0","0","0","0"
"931","1","7.0","3","0","0","0","0","0","0"
"932","0","0.0","9","65","75","70","30","125","317"
"933","0","8.0","0","0","0","0","0","0","0"
"934","0","8.5","9","74","78","76","0","0","0"
"935","0","10.0","7","53","67","60","30","60","100"
"936","0","0.0","8","60","68","64","35","150","329"
"937","0","10.0","9","57","63","60","30","80","167"
"938","1","8.0","9","0","0","0","0","0","0"
"939","0","0.0","3","55","65","60","15","30","100"
"940","1","3.0","4.5","0","0","0","0","0","0"
"941","0","10.0","10","0","0","0","0","0","0"
"942","0","0.0","0","0","0","0","0","0","0"
"943","0","8.5","7.5","29","94","62","26","120","362"
"944","0","8.0","9","63","69","66","0","0","0"
"945","1","9.0","9","0","0","0","0","0","0"
"946","0","10.0","0","0","0","0","0","0","0"
"947","0","7.0","7.5","48","65","56","0","0","0"
"948","1","7.0","5","0","0","0","0","0","0"
"949","1","7.5","8","0","0","0","0","0","0"
"950","0","4.0","7","73","77","75","0","0","0"
"951","0","1.0","3","63","67","65","0","0","0"
"952","0","9.5","9","52","62","57","60","120","100"
"953","1","8.0","7","0","0","0","0","0","0"
"954","1","9.0","7","0","0","0","0","0","0"
"955","0","0.0","0","0","0","0","0","0","0"
"956","0","9.0","8.5","56","70","63","37","115","211"
"957","1","7.0","6","0","0","0","0","0","0"
"958","0","9.0","9","58","68","63","30","60","100"
"959","1","7.0","6","0","0","0","0","0","0"
"960","0","9.5","8.33","72","84","78","35","115","229"
"961","0","7.0","6","0","0","0","40","122","205"
"962","0","9.0","9","85","85","85","30","110","267"
"963","0","8.5","7.5","56","63","59","35","98","180"
"964","1","9.0","8","0","0","0","0","0","0"
"965","0","10.0","6","60","70","65","30","75","150"
"966","0","0.0","0","0","0","0","0","0","0"
"967","0","9.0","8","53","67","60","15","60","300"
"968","0","8.0","8","0","116","56","0","0","0"
"969","0","0.0","0","0","0","0","0","0","0"
"970","0","8.5","8","85","97","91","0","0","0"
"971","1","9.5","8","0","0","0","0","0","0"
"972","0","8.0","6","42","70","56","0","0","0"
"973","0","6.0","5.5","61","71","66","17","90","429"
"974","0","7.0","9","65","75","70","20","100","400"
"975","0","9.0","0","0","0","0","0","0","0"
"976","1","9.0","7","0","0","0","0","0","0"
"977","0","7.0","8","65","71","68","30","110","267"
"978","0","8.0","0","0","0","0","0","0","0"
"979","0","7.0","6","50","64","57","40","120","200"
"980","0","8.0","7","54","60","57","0","0","0"
"981","0","8.0","8","59","67","63","37","150","305"
"982","1","0.0","7","0","0","0","0","0","0"
"983","0","8.0","5","70","70","70","40","60","50"
"984","0","6.0","6","55","65","60","35","50","43"
"985","0","9.0","5.5","75","75","75","20","80","300"
"986","1","7.0","6","0","0","0","0","0","0"
"987","0","8.5","7","66","70","68","25","60","140"
"988","0","5.0","4","63","77","70","0","0","0"
"989","0","9.5","7","60","67","63","27","65","141"
"990","0","8.0","0","0","0","0","0","0","0"
"991","0","8.0","8","57","67","62","26","66","154"
"992","1","9.0","6","0","0","0","0","0","0"
"993","0","10.0","9","104","106","105","50","200","300"
"994","0","0.0","0","0","0","0","0","0","0"
"995","0","8.0","8","58","66","62","40","78","95"
"996","0","8.0","6","68","72","70","35","110","214"
"997","0","9.0","9","58","72","65","90","40","-56"
"998","1","5.0","1","0","0","0","0","0","0"
"999","0","5.0","4","0","0","0","0","0","0"
"1000","1","7.67","7.5","0","0","0","0","0","0"
"1001","0","8.0","7.67","61","66","63","80","120","50"
"1002","0","7.0","6","63","63","63","25","90","260"
"1003","1","6.5","7","0","0","0","0","0","0"
"1004","0","0.0","9","52","58","55","35","75","114"
"1005","0","3.33","7","61","66","64","33","74","124"
"1006","0","6.0","6.5","59","63","61","30","70","133"
