"id","env","rating","yield","flower_start","flower_end","flower_average","strch_start","strch_end","growth"
"1007","1","2.0","3","0","0","0","0","0","0"
"1008","0","9.0","7.9","50","63","57","38","104","174"
"1009","1","9.0","9","0","0","0","0","0","0"
"1010","0","7.5","7","59","68","64","35","73","109"
"1011","0","8.4","6.6","51","57","54","35","102","191"
"1012","1","5.0","4.5","0","0","0","0","0","0"
"1013","0","10.0","0","0","0","0","0","0","0"
"1014","0","4.8","5.5","58","69","63","23","88","283"
"1015","0","9.5","8.33","60","69","64","45","110","144"
"1016","1","5.0","0","0","0","0","0","0","0"
"1017","0","8.18","6.91","56","63","60","30","89","197"
"1018","1","9.5","8","0","0","0","0","0","0"
"1019","1","9.0","0","0","0","0","0","0","0"
"1020","0","10.0","7","55","65","60","18","90","400"
"1021","0","8.0","7","55","75","65","35","130","271"
"1022","1","8.0","7","0","0","0","0","0","0"
"1023","0","5.0","5","60","66","63","20","75","275"
"1024","0","0.0","9","77","91","84","21","128","510"
"1025","0","7.0","7","58","68","63","62","77","24"
"1026","0","6.0","6","48","72","60","35","80","129"
"1027","0","8.0","6.45","60","73","67","27","115","326"
"1028","1","7.5","4.5","0","0","0","0","0","0"
"1029","0","7.5","6.67","58","62","60","23","87","278"
"1030","0","9.0","6","50","59","55","21","68","224"
"1031","1","7.0","7","0","0","0","0","0","0"
"1032","0","9.0","9","55","65","60","100","130","30"
"1033","0","5.25","6.75","57","66","61","29","101","248"
"1034","0","9.0","8","60","60","60","0","0","0"
"1035","0","0.0","7","65","75","70","35","120","243"
"1036","0","8.0","8","58","66","62","30","71","137"
"1037","0","7.0","7","52","59","55","37","120","224"
"1038","0","7.0","0","0","0","0","0","0","0"
"1039","1","7.5","9","0","0","0","0","0","0"
"1040","0","8.0","6","55","65","60","40","65","63"
"1041","0","9.5","8.71","64","71","68","34","117","244"
"1042","0","0.0","0","0","0","0","0","0","0"
"1043","0","7.14","7.8","59","66","63","33","92","179"
"1044","1","8.0","9","0","0","0","0","0","0"
"1045","0","10.0","7","45","61","53","20","80","300"
"1046","1","8.0","7","0","0","0","0","0","0"
"1047","0","8.0","0","0","0","0","0","0","0"
"1048","0","8.5","7","63","73","68","34","133","291"
"1049","0","9.0","7.5","52","61","56","25","130","420"
"1050","0","9.14","7.75","58","65","62","38","89","134"
"1051","1","8.0","7","0","0","0","0","0","0"
"1052","0","8.0","8.25","63","80","72","0","0","0"
"1053","1","8.0","7","0","0","0","0","0","0"
"1054","0","8.75","6.25","53","58","56","32","67","109"
"1055","1","7.0","6","0","0","0","0","0","0"
"1056","0","6.0","0","0","0","0","0","0","0"
"1057","0","7.33","6.33","61","73","67","25","68","172"
"1058","0","7.6","6.4","56","65","60","42","85","102"
"1059","1","8.5","7.5","0","0","0","0","0","0"
"1060","0","7.0","8","54","58","56","31","67","116"
"1061","0","8.92","8.4","73","83","78","45","125","178"
"1062","1","7.5","8","0","0","0","0","0","0"
"1063","0","10.0","5","60","70","65","0","0","0"
"1064","0","3.0","3","50","70","60","0","0","0"
"1065","1","8.0","2","0","0","0","0","0","0"
"1066","0","7.54","7.09","61","71","66","35","103","194"
"1067","1","7.5","8.33","0","0","0","0","0","0"
"1068","0","9.0","10","57","61","59","18","73","306"
"1069","1","0.0","8","0","0","0","0","0","0"
"1070","0","9.0","0","0","0","0","15","50","233"
"1071","1","8.67","7.67","0","0","0","0","0","0"
"1072","0","9.0","8.71","57","68","62","44","77","75"
"1073","0","9.0","6.5","53","56","55","28","95","239"
"1074","1","0.0","0","0","0","0","0","0","0"
"1075","1","9.0","7","0","0","0","0","0","0"
"1076","0","9.5","7","63","66","65","28","90","221"
"1077","1","8.0","7.5","0","0","0","0","0","0"
"1078","0","5.75","6.67","59","66","63","28","133","375"
"1079","1","10.0","8","0","0","0","0","0","0"
"1080","0","8.0","9","110","116","113","45","80","78"
"1081","1","6.0","6","0","0","0","0","0","0"
"1082","0","0.0","0","0","0","0","0","0","0"
"1083","0","9.0","8","59","68","63","23","70","204"
"1084","1","7.5","5","0","0","0","0","0","0"
"1085","0","7.25","6.5","53","63","58","28","75","168"
"1086","1","8.0","3","0","0","0","0","0","0"
"1087","1","7.0","7","0","0","0","0","0","0"
"1088","0","8.0","7.5","53","60","57","20","60","200"
"1089","0","7.0","7.5","54","59","57","45","105","133"
"1090","1","4.5","5","0","0","0","0","0","0"
"1091","0","8.5","5.25","63","71","67","34","104","206"
"1092","0","10.0","9","56","64","60","0","0","0"
"1093","0","6.0","5","54","62","58","35","75","114"
"1094","1","6.75","8","0","0","0","0","0","0"
"1095","0","7.73","7.67","58","67","63","33","86","161"
"1096","0","7.67","8","60","70","65","11","77","600"
"1097","0","5.86","5.82","58","65","62","41","82","100"
"1098","0","5.57","5.86","61","73","67","37","108","192"
"1099","0","8.0","7","57","66","61","28","78","179"
"1100","0","8.33","8","72","82","77","48","145","202"
"1101","0","6.5","6.5","53","63","58","40","118","195"
"1102","0","9.5","7.5","61","69","65","35","130","271"
"1103","0","7.0","6.5","51","64","58","25","45","80"
"1104","0","7.0","6","62","68","65","20","65","225"
"1105","0","6.5","6.5","55","55","55","15","50","233"
"1106","0","8.0","8","65","75","70","0","0","0"
"1107","0","9.09","8.08","67","74","70","32","111","247"
"1108","1","9.0","9","0","0","0","0","0","0"
"1109","0","8.67","5.67","54","57","56","32","88","175"
"1110","1","8.0","6","0","0","0","0","0","0"
"1111","0","0.0","5","70","70","70","0","0","0"
"1112","0","8.14","7.86","71","82","77","29","116","300"
"1113","1","9.0","8","0","0","0","0","0","0"
"1114","0","6.0","0","0","0","0","0","0","0"
"1115","0","9.0","8","46","56","51","15","45","200"
"1116","0","10.0","10","75","85","80","30","80","167"
"1117","0","6.71","5.63","62","72","67","25","86","244"
"1118","1","7.0","5","0","0","0","0","0","0"
"1119","0","7.5","8","58","66","62","30","70","133"
"1120","1","8.0","0","0","0","0","0","0","0"
"1121","0","7.5","6.5","48","57","52","45","65","44"
"1122","0","9.0","7","60","70","65","140","30","-79"
"1123","0","5.0","4","59","76","68","25","80","220"
"1124","1","9.0","7","0","0","0","0","0","0"
"1125","0","8.33","7.57","60","68","64","34","75","121"
"1126","0","8.0","6.75","56","64","60","33","83","152"
"1127","0","8.0","6","57","63","60","60","120","100"
"1128","0","0.0","0","0","0","0","0","0","0"
"1129","0","0.0","7","55","65","60","20","50","150"
"1130","0","7.0","6","64","70","67","0","0","0"
"1131","0","8.29","6.57","60","73","67","26","67","158"
"1132","1","6.0","6","0","0","0","0","0","0"
"1133","1","7.0","0","0","0","0","0","0","0"
"1134","0","7.0","0","0","0","0","0","0","0"
"1135","0","3.0","4","70","78","74","24","80","233"
"1136","0","9.0","7","60","70","65","40","120","200"
"1137","0","8.0","9","104","112","108","0","0","0"
"1138","0","5.0","0","0","0","0","0","0","0"
"1139","1","9.0","8","0","0","0","0","0","0"
"1140","1","7.0","6","0","0","0","0","0","0"
"1141","0","3.0","9","0","0","0","0","0","0"
"1142","0","9.0","7","70","80","75","20","150","650"
"1143","0","0.0","0","0","0","0","0","0","0"
"1144","0","8.5","6.5","55","65","60","60","120","100"
"1145","0","6.0","5.5","58","68","63","30","120","300"
"1146","0","9.0","7.5","66","71","69","38","80","111"
"1147","0","6.0","4","65","75","70","40","140","250"
"1148","0","7.6","7.2","55","67","61","60","95","58"
"1149","0","10.0","5","60","70","65","0","0","0"
"1150","0","0.0","7","42","48","45","0","0","0"
"1151","0","7.0","8","63","77","70","50","100","100"
"1152","0","8.0","9","80","90","85","85","100","18"
"1153","0","9.0","8","49","63","56","25","90","260"
"1154","0","10.0","10","45","55","50","40","120","200"
"1155","0","3.0","1","63","63","63","0","0","0"
"1156","1","8.0","8","0","0","0","0","0","0"
"1157","0","0.0","6","53","67","60","0","0","0"
"1158","1","0.0","0","0","0","0","0","0","0"
"1159","0","8.5","8","65","75","70","37","149","303"
"1160","0","7.0","5","70","72","71","30","75","150"
"1161","0","10.0","10","74","86","80","0","0","0"
"1162","0","6.0","7","0","0","0","35","90","157"
"1163","1","9.0","6","0","0","0","0","0","0"
"1164","0","8.0","6","54","61","57","0","0","0"
"1165","0","5.0","3","58","58","58","0","0","0"
"1166","1","8.5","7","0","0","0","0","0","0"
"1167","0","8.0","7","56","70","63","0","0","0"
"1168","1","8.0","8","0","0","0","0","0","0"
"1169","0","0.0","0","0","0","0","0","0","0"
"1170","1","9.0","8.5","0","0","0","0","0","0"
"1171","0","8.0","6","53","59","56","50","80","60"
"1172","0","9.0","4","59","71","65","63","98","56"
"1173","0","9.0","7","72","74","73","30","70","133"
"1174","1","4.0","4","0","0","0","0","0","0"
"1175","0","7.0","8.5","60","70","65","0","0","0"
"1176","0","0.0","0","43","53","48","30","50","67"
"1177","1","8.0","8","0","0","0","0","0","0"
"1178","0","0.0","6","52","56","54","0","0","0"
"1179","1","0.0","3","0","0","0","0","0","0"
"1180","1","3.0","2","0","0","0","0","0","0"
"1181","0","7.0","4","50","70","60","25","60","140"
"1182","1","0.0","4","0","0","0","0","0","0"
"1183","0","6.0","6","63","67","65","60","100","67"
"1184","0","9.0","0","0","0","0","0","0","0"
"1185","0","0.0","0","0","0","0","0","0","0"
"1186","0","0.0","0","75","105","90","0","0","0"
"1187","0","3.0","6","56","64","60","50","100","100"
"1188","0","9.33","7.67","53","61","57","16","136","750"
"1189","0","10.0","0","0","0","0","0","0","0"
"1190","0","0.0","0","0","0","0","0","0","0"
"1191","0","8.0","10","95","101","98","2","170","8400"
"1192","0","9.0","9","53","63","58","25","85","240"
"1193","0","7.0","8","54","62","58","0","0","0"
"1194","0","9.0","3","48","58","53","0","0","0"
"1195","1","7.0","9","0","0","0","0","0","0"
"1196","0","6.67","6.25","61","67","64","18","73","306"
"1197","0","6.5","6.5","81","101","91","40","180","350"
"1198","0","9.0","7","45","65","55","70","120","71"
"1199","0","8.0","8","63","69","66","0","0","0"
"1200","0","1.0","2","65","85","75","25","80","220"
"1201","0","8.0","4","62","73","67","40","44","10"
"1202","0","9.0","9","66","76","71","25","110","340"
"1203","0","7.75","7","54","62","58","21","52","148"
"1204","0","8.0","7.5","72","78","75","37","115","211"
"1205","0","8.0","7","59","62","61","30","85","183"
"1206","1","8.0","6","0","0","0","0","0","0"
"1207","0","0.0","7","55","75","65","30","90","200"
"1208","1","10.0","8","0","0","0","0","0","0"
"1209","0","9.0","6","0","0","0","0","0","0"
"1210","0","10.0","0","0","0","0","0","0","0"
"1211","0","7.6","7","60","66","63","25","80","220"
"1212","1","8.0","8","0","0","0","0","0","0"
"1213","0","8.0","7","55","65","60","50","50","0"
"1214","0","5.5","6","63","68","66","10","90","800"
"1215","0","6.0","8","65","71","68","50","130","160"
"1216","0","9.0","9","0","116","56","25","80","220"
"1217","0","8.0","6","49","49","49","0","0","0"
"1218","0","10.0","10","62","74","68","0","0","0"
"1219","1","0.0","0","0","0","0","0","0","0"
"1220","0","0.0","10","55","65","60","20","60","200"
"1221","0","8.0","7","61","65","63","55","75","36"
"1222","1","3.0","4","0","0","0","0","0","0"
"1223","0","6.29","6.57","60","66","63","47","118","151"
"1224","0","10.0","8","53","77","65","0","0","0"
"1225","0","9.0","7","63","77","70","70","120","71"
"1226","1","8.0","7","0","0","0","0","0","0"
"1227","0","10.0","10","53","67","60","0","0","0"
"1228","0","8.2","7.5","61","72","67","38","110","189"
"1229","0","4.67","4.33","62","69","66","43","200","365"
"1230","0","0.0","2","69","71","70","60","160","167"
"1231","1","8.0","6","0","0","0","0","0","0"
"1232","0","8.25","7.8","56","63","60","35","105","200"
"1233","0","7.0","7","60","68","64","0","0","0"
"1234","0","10.0","10","50","54","52","50","90","80"
"1235","1","10.0","9","0","0","0","0","0","0"
"1236","0","0.0","7","60","70","65","1","30","2900"
"1237","1","4.5","4.5","0","0","0","0","0","0"
"1238","0","8.33","7.4","72","80","76","35","94","169"
"1239","0","8.67","7.17","60","67","63","45","107","138"
"1240","0","8.5","7","60","80","70","0","0","0"
"1241","1","9.0","7","0","0","0","0","0","0"
"1242","0","9.0","5","75","85","80","56","76","36"
"1243","1","6.33","4.5","0","0","0","0","0","0"
"1244","1","7.0","6","0","0","0","0","0","0"
"1245","0","0.0","0","70","70","70","0","0","0"
"1246","1","8.0","8","0","0","0","0","0","0"
"1247","0","7.0","7","59","67","63","0","0","0"
"1248","1","7.0","6","0","0","0","0","0","0"
"1249","0","8.5","7.5","70","75","73","40","95","138"
"1250","0","7.0","5","55","95","75","25","70","180"
"1251","0","6.0","5","56","63","59","23","75","226"
"1252","1","10.0","10","0","0","0","0","0","0"
"1253","0","8.0","5","60","64","62","15","50","233"
"1254","1","6.0","6","0","0","0","0","0","0"
"1255","0","7.5","7","54","62","58","33","75","127"
"1256","0","9.0","7","0","0","0","0","0","0"
"1257","0","8.25","7.25","55","63","59","28","62","121"
"1258","1","4.0","6","0","0","0","0","0","0"
"1259","0","7.29","6.14","63","68","66","40","117","193"
"1260","0","10.0","9","53","63","58","30","60","100"
"1261","0","9.0","8.5","65","65","65","35","100","186"
"1262","0","0.0","7","0","0","0","25","80","220"
"1263","0","7.83","6.71","59","67","63","24","85","254"
"1264","0","4.0","0","0","0","0","0","0","0"
"1265","0","8.22","7.6","61","69","65","27","83","207"
"1266","1","7.5","6.5","0","0","0","0","0","0"
"1267","0","10.0","6","64","72","68","90","150","67"
"1268","0","8.0","7.5","60","64","62","20","75","275"
"1269","0","10.0","9","60","66","63","25","110","340"
"1270","0","7.5","7","0","0","0","30","120","300"
"1271","0","10.0","0","70","84","77","0","0","0"
"1272","0","6.83","4.33","62","73","68","31","73","135"
"1273","1","0.0","0","0","0","0","0","0","0"
"1274","0","9.6","7.2","49","66","57","38","85","124"
"1275","0","9.0","10","73","96","84","27","120","344"
"1276","0","10.0","0","0","0","0","0","0","0"
"1277","1","8.0","0","0","0","0","0","0","0"
"1278","0","6.0","8","52","58","55","45","110","144"
"1279","1","8.0","5","0","0","0","0","0","0"
"1280","0","10.0","5","57","63","60","100","300","200"
"1281","0","10.0","7","60","70","65","1","2","100"
"1282","0","8.0","6.33","64","71","68","23","86","274"
"1283","0","7.5","5.5","72","82","77","24","75","213"
"1284","0","7.0","4.86","62","71","67","48","105","119"
"1285","0","8.67","8.33","58","63","61","28","90","221"
"1286","1","8.0","9","0","0","0","0","0","0"
"1287","0","9.0","5","55","65","60","100","225","125"
"1288","0","0.0","0","0","0","0","0","0","0"
"1289","0","10.0","8","68","74","71","10","80","700"
"1290","1","6.0","4","0","0","0","0","0","0"
"1291","0","7.0","8","0","0","0","40","80","100"
"1292","0","6.0","6.5","60","70","65","45","105","133"
"1293","1","10.0","8","0","0","0","0","0","0"
"1294","0","0.0","9","84","84","84","35","110","214"
"1295","0","9.0","6","67","73","70","30","85","183"
"1296","1","1.0","0","0","0","0","0","0","0"
"1297","1","2.0","0","0","0","0","0","0","0"
"1298","0","8.75","8","62","68","65","38","114","200"
"1299","0","9.0","9","63","77","70","65","15","-77"
"1300","1","5.0","3","0","0","0","0","0","0"
"1301","0","8.0","8","68","68","68","0","0","0"
"1302","0","7.0","6","55","65","60","15","70","367"
"1303","1","8.67","7.33","0","0","0","0","0","0"
"1304","0","8.0","7","61","65","63","20","90","350"
"1305","0","9.25","7","63","73","68","38","95","150"
"1306","0","8.14","7.13","52","58","55","31","91","194"
"1307","1","8.0","9","0","0","0","0","0","0"
"1308","1","9.0","0","0","0","0","0","0","0"
"1309","0","0.0","7","61","65","63","25","80","220"
"1310","1","9.0","6","0","0","0","0","0","0"
"1311","0","8.0","6","60","100","80","40","80","100"
"1312","0","7.0","7","0","0","0","85","140","65"
"1313","1","10.0","7","0","0","0","0","0","0"
"1314","0","8.5","7","70","84","77","38","59","55"
"1315","1","6.0","6","0","0","0","0","0","0"
"1316","0","0.0","1","0","0","0","20","50","150"
"1317","0","10.0","8.5","59","68","63","22","90","309"
"1318","0","7.0","0","0","0","0","0","0","0"
"1319","1","8.0","7","0","0","0","0","0","0"
"1320","0","8.0","5","59","69","64","60","120","100"
"1321","0","7.0","7","85","91","88","0","0","0"
"1322","0","7.0","7","65","75","70","40","100","150"
"1323","0","5.0","6","64","76","70","10","120","1100"
"1324","0","8.5","9.5","69","78","74","38","125","229"
"1325","0","8.0","7.5","55","75","65","55","160","191"
"1326","0","9.0","9","65","75","70","0","0","0"
"1327","0","8.0","8","93","97","95","20","50","150"
"1328","1","8.0","7","0","0","0","0","0","0"
"1329","0","5.0","5","70","80","75","0","0","0"
"1330","1","10.0","0","0","0","0","0","0","0"
"1331","0","4.0","0","69","75","72","0","0","0"
"1332","0","7.73","7.53","58","64","61","35","75","114"
"1333","1","8.0","7","0","0","0","0","0","0"
"1334","0","7.0","6.75","69","77","73","34","87","156"
"1335","0","7.71","6.71","61","69","65","35","76","117"
"1336","0","8.0","6","52","60","56","30","120","300"
"1337","0","7.0","6","62","70","66","30","90","200"
"1338","0","4.0","5.25","57","84","71","57","82","44"
"1339","0","9.0","9","57","63","60","40","90","125"
"1340","0","6.5","7.67","27","85","54","20","70","250"
"1341","0","6.5","0","0","0","0","25","35","40"
"1342","0","4.2","3.2","51","60","55","16","47","194"
"1343","1","5.0","3.5","0","0","0","0","0","0"
"1344","0","8.75","8.33","53","68","60","35","91","160"
"1345","1","8.0","6.67","0","0","0","0","0","0"
"1346","0","0.0","4","60","70","65","20","60","200"
"1347","0","8.2","7","57","61","59","33","72","118"
"1348","0","7.0","8.33","56","68","62","43","96","123"
"1349","0","10.0","7","0","115","55","140","70","-50"
"1350","0","9.0","9","90","90","90","1","90","8900"
"1351","0","3.0","9","63","77","70","70","127","81"
"1352","0","7.5","6","62","68","65","47","88","87"
"1353","0","6.33","5.33","67","79","73","20","80","300"
"1354","0","8.67","8.5","60","67","63","30","150","400"
"1355","1","0.0","6","0","0","0","0","0","0"
"1356","0","5.0","1","60","80","70","20","75","275"
"1357","0","0.0","7","63","63","63","15","34","127"
"1358","0","7.0","6","7","105","56","90","120","33"
"1359","0","8.25","8.13","65","70","67","48","117","144"
"1360","0","0.0","4","44","52","48","35","80","129"
"1361","1","8.0","7","0","0","0","0","0","0"
"1362","0","9.0","8","45","55","50","30","90","200"
"1363","0","0.0","7","70","70","70","0","0","0"
"1364","0","8.33","10","85","95","90","30","50","67"
"1365","0","8.0","9","68","76","72","22","74","236"
"1366","0","8.0","8","60","68","64","30","70","133"
"1367","0","7.5","6","65","72","68","26","63","142"
"1368","1","5.5","7","0","0","0","0","0","0"
"1369","0","10.0","0","0","0","0","0","0","0"
"1370","0","6.5","8.27","58","69","64","34","114","235"
"1371","0","8.0","8.5","53","61","57","25","63","152"
"1372","0","7.5","7","53","67","60","30","100","233"
"1373","0","7.5","8.17","61","67","64","39","82","110"
"1374","1","6.0","9","0","0","0","0","0","0"
"1375","0","9.0","7","70","84","77","20","80","300"
"1376","1","9.0","7","0","0","0","0","0","0"
"1377","0","7.33","7.29","52","61","57","46","83","80"
"1378","1","8.0","0","0","0","0","0","0","0"
"1379","0","9.0","9","72","82","77","5","120","2300"
"1380","0","8.43","7.38","69","77","73","38","123","224"
"1381","1","9.5","7.5","0","0","0","0","0","0"
"1382","0","8.4","7","47","63","55","27","75","178"
"1383","0","8.0","6.67","60","69","65","51","70","37"
"1384","1","10.0","9","0","0","0","0","0","0"
"1385","1","6.67","6","0","0","0","0","0","0"
"1386","0","5.0","7","54","61","57","38","65","71"
"1387","1","7.0","8","0","0","0","0","0","0"
"1388","1","8.0","9","0","0","0","0","0","0"
"1389","0","8.5","9","56","70","63","20","120","500"
"1390","1","5.0","0","0","0","0","0","0","0"
"1391","0","7.0","6","67","74","70","10","30","200"
"1392","1","7.0","7.5","0","0","0","0","0","0"
"1393","0","2.67","2","57","81","69","150","150","0"
"1394","1","5.0","4","0","0","0","0","0","0"
"1395","0","5.25","4.75","55","62","58","67","65","-3"
"1396","1","9.0","7.33","0","0","0","0","0","0"
"1397","0","2.0","3","45","55","50","5","40","700"
"1398","1","6.0","4.5","0","0","0","0","0","0"
"1399","0","3.0","8","0","0","0","28","90","221"
"1400","1","0.0","6","0","0","0","0","0","0"
"1401","0","2.0","5","68","68","68","0","0","0"
"1402","0","0.0","0","0","0","0","0","0","0"
"1403","0","6.25","5.5","48","58","53","30","75","150"
"1404","1","7.0","7.67","0","0","0","0","0","0"
"1405","0","5.75","5.17","47","51","49","15","56","273"
"1406","0","8.0","8","55","67","61","35","80","129"
"1407","0","9.67","9","73","77","75","37","105","184"
"1408","1","6.0","6","0","0","0","0","0","0"
"1409","0","10.0","5","45","55","50","0","0","0"
"1410","0","9.0","8","63","76","69","22","72","227"
"1411","0","8.67","7.75","63","67","65","23","103","348"
"1412","0","5.0","6","0","0","0","0","0","0"
"1413","0","10.0","10","58","68","63","40","100","150"
"1414","0","8.0","7.33","57","65","61","32","78","144"
"1415","0","6.0","6","71","79","75","0","0","0"
"1416","0","0.0","7","60","60","60","25","40","60"
"1417","0","9.0","7","66","72","69","25","120","380"
"1418","1","9.0","9","0","0","0","0","0","0"
"1419","0","7.67","6.67","60","69","64","19","65","242"
"1420","1","7.0","7","0","0","0","0","0","0"
"1421","0","8.33","7.2","55","64","59","46","103","124"
"1422","0","6.0","6","55","63","59","35","123","251"
"1423","0","8.5","8","58","66","62","40","73","83"
"1424","1","8.0","9","0","0","0","0","0","0"
"1425","0","8.67","7.67","65","70","68","16","72","350"
"1426","0","8.67","8.27","59","69","64","32","87","172"
"1427","0","9.0","7","80","88","84","20","70","250"
"1428","0","8.0","6","0","0","0","0","0","0"
"1429","0","10.0","9","64","66","65","80","130","63"
"1430","0","8.0","8","72","88","80","50","160","220"
"1431","0","8.25","8.25","55","68","62","40","90","125"
"1432","1","10.0","10","0","0","0","0","0","0"
"1433","0","9.0","6","62","70","66","0","0","0"
"1434","0","10.0","9","56","70","63","55","110","100"
"1435","0","9.0","7","60","70","65","20","100","400"
"1436","0","0.0","5","70","70","70","0","0","0"
"1437","0","8.0","8","70","76","73","0","0","0"
"1438","1","2.0","2","0","0","0","0","0","0"
"1439","0","7.0","0","50","60","55","60","120","100"
"1440","0","2.0","1","70","70","70","0","0","0"
"1441","1","8.0","8","0","0","0","0","0","0"
"1442","0","0.0","0","0","0","0","0","0","0"
"1443","0","5.67","5.33","51","73","62","53","125","136"
"1444","0","9.0","6","30","50","40","30","80","167"
"1445","0","8.54","8.33","57","63","60","35","94","169"
"1446","1","8.67","7.33","0","0","0","0","0","0"
"1447","0","7.67","6","68","76","72","30","75","150"
"1448","1","7.0","6","0","0","0","0","0","0"
"1449","1","9.5","10","0","0","0","0","0","0"
"1450","0","8.0","6","55","65","60","35","80","129"
"1451","0","8.25","7","75","82","79","15","68","353"
"1452","1","8.5","8","0","0","0","0","0","0"
"1453","0","8.0","8","55","55","55","0","0","0"
"1454","1","9.0","9","0","0","0","0","0","0"
"1455","0","8.33","7.67","58","68","63","23","78","239"
"1456","1","9.0","5","0","0","0","0","0","0"
"1457","0","8.25","7.25","72","83","78","35","140","300"
"1458","0","7.67","7.5","58","63","61","30","120","300"
"1459","0","8.0","8","59","67","63","24","73","204"
"1460","1","2.0","0","0","0","0","0","0","0"
"1461","0","9.0","8","68","71","69","58","116","100"
"1462","0","0.0","0","0","0","0","0","0","0"
"1463","1","8.5","8","0","0","0","0","0","0"
"1464","0","2.0","4","53","67","60","35","130","271"
"1465","0","8.33","8.33","54","61","57","20","50","150"
"1466","1","8.0","8","0","0","0","0","0","0"
"1467","0","7.67","7.8","48","53","51","31","68","119"
"1468","1","8.67","8.5","0","0","0","0","0","0"
"1469","0","9.0","10","68","80","74","80","175","119"
"1470","0","7.0","7","50","60","55","0","0","0"
"1471","0","9.0","8","51","61","56","50","60","20"
"1472","0","7.0","7","55","57","56","25","110","340"
"1473","0","8.0","6","59","65","62","17","83","388"
"1474","0","10.0","7","53","63","58","20","90","350"
"1475","1","9.0","7","0","0","0","0","0","0"
"1476","1","9.0","10","0","0","0","0","0","0"
"1477","0","7.33","7.44","58","64","61","35","95","171"
"1478","1","9.0","8","0","0","0","0","0","0"
"1479","0","8.5","5","57","62","59","0","0","0"
"1480","1","0.0","9","0","0","0","0","0","0"
"1481","0","9.0","0","0","0","0","0","0","0"
"1482","0","6.6","7.67","61","68","64","36","83","131"
"1483","1","9.0","10","0","0","0","0","0","0"
"1484","0","7.87","7.85","56","61","58","26","80","208"
"1485","1","7.0","7","0","0","0","0","0","0"
"1486","1","8.0","7","0","0","0","0","0","0"
"1487","0","10.0","9","50","62","56","25","85","240"
"1488","0","0.0","5","49","55","52","60","90","50"
"1489","0","8.33","6","46","57","51","30","50","67"
"1490","0","7.0","7","61","65","63","40","90","125"
"1491","0","4.67","4.33","70","80","75","18","48","167"
"1492","1","4.0","4","0","0","0","0","0","0"
"1493","0","7.5","9","57","60","58","22","97","341"
"1494","0","7.0","5.67","51","59","55","25","56","124"
"1495","1","8.0","7","0","0","0","0","0","0"
